排名,城市,CPI,PC1得分,PC2得分,PC3得分
1,淄博,2.0183149458239793,3.730162142951336,-0.5873425289503321,-0.31796246264555744
2,哀牢山,1.1284659694134496,0.9818801167843976,1.0351862261902198,1.9829378460580156
3,哈尔滨,0.8717452252901638,1.4445328887765114,0.39680929209297994,-0.7309330603692356
4,杭州,0.24537008399545016,-0.5988175745592978,2.546462165883924,-0.7041638043970768
5,开封,-0.49483769441125636,-0.26408742768446575,-0.9810077930398897,-0.5306669675465006
6,天水,-0.6742114166278246,-0.7595286920373144,-0.9772869697039985,0.33767634911068856
7,景德镇,-0.8035064876336736,-0.7507952607514995,-1.4179793642994967,0.22952237457712885
8,佛山,-0.8949402415085954,-1.4073985536434956,0.025701648103432007,-0.4863818230467132
9,洛阳,-1.3964003843416923,-2.375947639836171,-0.04054267627683876,0.21997154825924972
